"fixed.acidity" "volatile.acidity" "citric.acid" "residual.sugar" "chlorides" "free.sulfur.dioxide" "total.sulfur.dioxide" "density" "pH" "sulphates" "alcohol" "quality"
"181" 7.68525432327297 1.13270337406662 0.00633898496162146 3.98059313913109 0.0928796597749461 5.31694924808107 13.0491522557568 0.997335322255548 3.58245761278784 0.524152537595946 10.7950847744243 "1"
"1419" 7.8 0.53 0.01 1.6 0.077 3 19 0.995 3.16 0.46 9.8 "3"
"42" 6.7834701918764 0.805908605532022 0.0033059616247192 1.29917884874158 0.235758662646404 14.3470191876404 26.1899326189887 0.994923234524794 3.35801855868427 0.529835769748315 9.82479471218539 "1"
"183" 5.37281810864806 0.472194535210729 0.0834163943678141 1.85087275654078 0.048069820523262 25.7107259556651 77.5885400399566 0.991028927404433 3.55596003219485 0.79965089738369 14 "6"
"219" 7.5 0.49 0.19 1.9 0.076 10 44 0.9957 3.39 0.54 9.7 "3"
"1468" 6.7 1.04 0.08 2.3 0.067 19 32 0.99648 3.52 0.57 11 "2"
"502" 10.4 0.44 0.73 6.55 0.074 38 76 0.999 3.17 0.85 12 "5"
"315" 7.4 0.36 0.29 2.6 0.087 26 72 0.99645 3.39 0.68 11 "3"
"23" 10.4 0.533068109562155 0.458322162760887 1.82847568080761 0.175110270740697 18.1236754276324 30.4812970235944 0.998911256225454 3.25955891703721 0.734084322357085 9.07881079798099 "1"
"531" 9.1 0.22 0.24 2.1 0.078 1 28 0.999 3.41 0.87 10.3 "4"
"460" 11.6 0.58 0.66 2.2 0.074 10 47 1.0008 3.25 0.57 9 "1"
"32" 7.34530641629826 1.34794584596064 0.00565985741559416 2.01510213876609 0.120303420623997 5.28299287077971 9.84897861233912 0.995110911159767 3.51414964353899 0.465088360279333 10.6311567727593 "1"
"414" 6.69793740788009 0.531667388100177 0.0612505410751328 2.06042117562611 0.0549376893762965 31.1250541075133 65.124621247407 0.99255523872372 3.47916630594991 0.778332611899823 13.3229049433721 "6"
"954" 10.2 0.34 0.48 2.1 0.052 5 9 0.99458 3.2 0.69 12.1 "5"
"361" 8.31725355386734 0.381582436561584 0.407912182807922 1.8 0.0723813172578812 11.6043908596039 19.6835126876831 0.994422011193037 3.22381317257881 0.694604390859604 11.9935170054436 "6"
"343" 10.9 0.39 0.47 1.8 0.118 6 14 0.9982 3.3 0.75 9.8 "4"
"778" 6.9 0.635 0.17 2.4 0.241 6 18 0.9961 3.4 0.59 10.3 "4"
"21" 11.5407455168664 0.573086976967752 0.648149103373289 2.16543488483876 0.0775058902520686 11.1850896626711 47.0493787359446 1.00067754073486 3.2564192356728 0.584319833423942 9.04444086235017 "1"
"873" 7.3 0.35 0.24 2 0.067 28 48 0.99576 3.43 0.54 10 "2"
"1559" 6.9 0.63 0.33 6.7 0.235 66 115 0.99787 3.22 0.56 9.5 "3"
"1036" 10.1 0.37 0.34 2.4 0.085 5 17 0.99683 3.17 0.65 10.6 "5"
"1481" 5.6 0.62 0.03 1.5 0.08 6 13 0.99498 3.66 0.62 10.1 "2"
"36" 8.07133273698855 1.20293381040916 0.0134666496282443 2.97533222583588 0.101313378485153 5.67333248141222 10.3466649628244 0.997561063122675 3.48653335037176 0.4605999233271 10.9673332481412 "1"
"453" 9.90977165063378 0.319606601947453 0.548236038831528 2.72157359221019 0.0760786796105094 5.60786796105094 16.6078679610509 0.996713705631159 3.15 0.814124349483754 11.4255075727357 "6"
"1177" 6.5 0.88 0.03 5.6 0.079 23 47 0.99572 3.58 0.5 11.2 "2"
"1064" 10.2 0.29 0.65 2.4 0.075 6 17 0.99565 3.22 0.63 11.8 "4"
"1412" 6.4 0.47 0.4 2.4 0.071 8 19 0.9963 3.56 0.73 10.6 "4"
"731" 9.5 0.55 0.66 2.3 0.387 12 37 0.9982 3.17 0.67 9.6 "3"
"51" 7.15788983241655 0.956624663707335 0.0442110167583451 5.28319320660084 0.0883678815658204 3.2315593296662 13.4211016758345 0.997695611512754 3.41157796648331 0.506106440220028 10.2810457653832 "1"
"131" 8.66914313808084 0.634624969272409 0.25538571077399 2.1461428922601 0.0883835747647099 9.84642769349739 36.3092806222849 0.99764614289226 3.31692143383902 0.527692855386995 9.38457156904042 "2"
"1566" 6.7 0.67 0.02 1.9 0.061 26 42 0.99489 3.39 0.82 10.9 "4"
"1385" 7.1 0.755 0.15 1.8 0.107 20 84 0.99593 3.19 0.5 9.5 "3"
"1414" 9.9 0.57 0.25 2 0.104 12 89 0.9963 3.04 0.9 10.1 "3"
"5" 10.9594821516424 0.505272917691618 0.531896430328488 1.82636458845809 0.111897306027822 22.8103569671512 47.5337648736313 0.999476263113394 3.31938943357207 0.724791813353077 9.48038838626817 "1"
"43" 7.53009692039341 0.989203876815736 0.0430970923881978 2.39912599651143 0.0662922291690484 16.7786431144923 40.2563170250505 0.997480281241136 3.34911647646688 0.536194184776396 9.99912599651143 "1"
"106" 8.1 0.575 0.22 2.1 0.077 12 65 0.9967 3.29 0.51 9.2 "3"
"1321" 9.7 0.66 0.34 2.6 0.094 12 88 0.99796 3.26 0.66 10.1 "3"
"945" 8.3 0.3 0.49 3.8 0.09 11 24 0.99498 3.27 0.64 12.1 "5"
"1294" 7.5 0.755 0 1.9 0.084 6 12 0.99672 3.34 0.49 9.7 "2"
"1032" 7.3 0.55 0.01 1.8 0.093 9 15 0.99514 3.35 0.58 11 "5"
"928" 8.4 0.67 0.19 2.2 0.093 11 75 0.99736 3.2 0.59 9.2 "2"
"267" 8.1 0.87 0 3.3 0.096 26 61 1.00025 3.6 0.72 9.8 "2"
"3911" 5.6 0.85 0.05 1.4 0.045 12 88 0.9924 3.56 0.82 12.9 "6"
"401" 9.20320665386971 0.354535737412516 0.425678039512131 2.23714100699872 0.0718142949650064 10.4428848950192 19.6285899300128 0.995834743038833 3.19082163671264 0.67267868706258 11.1814294965006 "6"
"163" 7.54466860124376 0.721498549067182 0.00893372024875134 1.63198839253746 0.0786397678507492 7.3400580373127 15.5734880995005 0.996621729077264 3.26406337788561 0.753544747338165 9.47665699378122 "2"
"793" 7.1 0.61 0.02 2.5 0.081 17 87 0.99745 3.48 0.6 9.7 "4"
"271" 8.64215541931335 0.418594819356222 0.392810361287557 1.81605920735747 0.0680401480183937 5.97992599080317 12.0802960367873 0.995200950978762 3.34598519816063 0.689197039632127 11.6859481935622 "6"
"31" 7.57836429411545 1.53726948087802 0 2.33258383825887 0.132672858823091 5 9.54089264711365 0.994959048494138 3.51406320882495 0.415144994119182 10.8783642941155 "1"
"301" 7.92428851872683 0.958946884293109 0.02 3.02428851872683 0.0825910819452256 6 11.2348196757957 0.998234326546676 3.4964373773057 0.522874754611403 10.7534393404145 "1"
"191" 7.4 0.59 0.08 4.4 0.086 6 29 0.9974 3.38 0.5 9 "2"
"975" 8.8 0.33 0.41 5.9 0.073 7 13 0.99658 3.3 0.62 12.1 "5"
