"fixed.acidity" "volatile.acidity" "citric.acid" "residual.sugar" "chlorides" "free.sulfur.dioxide" "total.sulfur.dioxide" "density" "pH" "sulphates" "alcohol" "quality"
"759" 8.1 0.87 0 2.2 0.084 10 31 0.99656 3.25 0.5 9.8 "3"
"256" 8 0.57 0.23 3.2 0.073 17 119 0.99675 3.26 0.57 9.3 "3"
"221" 10.4719158791006 0.357127628778107 0.525723422733136 2.48595793955028 0.0701425525755622 5.2851051511243 16 0.99683221435505 3.15855315453373 0.655702103022486 11.2138288633432 "6"
"1506" 6.7 0.76 0.02 1.8 0.078 6 12 0.996 3.55 0.63 9.95 "1"
"3" 11.0937860597856 0.592655348505359 0.588286358469632 2.15781550498214 0.127152463722508 7.89077524910681 33.9228065444622 1.00020941706975 3.21203395448392 0.595310697010718 8.74689302989282 "1"
"102" 8.66361418934539 0.410639950330369 0.507164405812509 3.9593478538096 0.079796739269048 12.978668322321 32.9573366446421 0.997636888612947 3.32080298687797 0.821819290532731 12.9347554451786 "6"
"12" 10.4 0.486582885426469 0.439181188116781 1.66441018385813 0.160070933520328 26.0535077801906 39.2314568608999 0.998615938330945 3.31971626591869 0.796976096187718 9.48897454035468 "1"
"833" 10.4 0.44 0.42 1.5 0.145 34 48 0.99832 3.38 0.86 9.9 "1"
"1068" 11.1 0.31 0.53 2.2 0.06 3 10 0.99572 3.02 0.83 10.9 "5"
"515" 10.5 0.51 0.64 2.4 0.107 6 15 0.9973 3.09 0.66 11.8 "5"
"151" 7.3 0.33 0.47 2.1 0.077 5 11 0.9958 3.33 0.53 10.3 "4"
"1240" 6.5 0.67 0 4.3 0.057 11 20 0.99488 3.45 0.56 11.8 "2"
"1359" 7.4 0.64 0.17 5.4 0.168 52 98 0.99736 3.28 0.5 9.5 "3"
"1291" 7.6 0.74 0 1.9 0.1 6 12 0.99521 3.36 0.59 11 "3"
"1193" 7.2 0.25 0.37 2.5 0.063 11 41 0.99439 3.52 0.8 12.4 "5"
"168" 7.3 0.55 0.03 1.6 0.072 17 42 0.9956 3.37 0.48 9 "2"
"493" 8.9 0.4 0.51 2.6 0.052 13 27 0.995 3.32 0.9 13.4 "5"
"1125" 6.5 0.58 0 2.2 0.096 3 13 0.99557 3.62 0.62 11.5 "2"
"62" 6.55971553642303 0.671990517880768 0.0179146609269083 4.2203792847693 0.0591895696688443 11.796207152307 21.7914660926908 0.994951658643708 3.44203792847693 0.55203792847693 11.6606637483463 "2"
"825" 7.1 0.48 0.28 2.8 0.068 6 16 0.99682 3.24 0.53 10.3 "3"
"705" 9.1 0.765 0.04 1.6 0.078 4 14 0.998 3.29 0.54 9.7 "2"
"673" 9.8 1.24 0.34 2 0.079 32 151 0.998 3.15 0.53 9.5 "3"
"392" 7.2046288984362 0.37953711015638 0.30976855507819 1.9953711015638 0.0564166008592583 15.046288984362 28.8842775390949 0.994707733419144 3.23023144492181 0.758611330469139 11.3023144492181 "6"
"660" 7.1 0.84 0.02 4.4 0.096 5 13 0.997 3.41 0.57 11 "2"
"1373" 8.7 0.78 0.51 1.7 0.415 12 66 0.99623 3 1.17 9.2 "3"
"1519" 7.4 0.47 0.46 2.2 0.114 7 20 0.99647 3.32 0.63 10.5 "3"
"423" 8.81651125494391 0.387523311758414 0.43600864167558 2.07063906867988 0.0712476688241586 6 13.3531953433994 0.995495592445163 3.29587218626402 0.752246985796373 11.7 "6"
"39" 8.13511686976999 0.997465972201899 0.0178015582635999 3.15817140899599 0.104115741888061 7.09922086820006 12.9785975627601 0.998457228014488 3.4624124661088 0.4921984417364 10.868093495816 "1"
"192" 7.83005176112056 0.560984471663833 0.165129402801394 2.36010352224112 0.0683056937232614 26.186542108655 36.5855068862438 0.993623057947606 3.38186542108655 0.733989647775888 12.8202070444822 "6"
"141" 9.06942469915375 0.645272227532696 0.340439854911529 2.1 0.0791036610053852 12.049215498846 44.3989539984614 0.998124607749423 3.30650261500385 0.54049215498846 9.33989539984614 "2"
"922" 8.4 0.36 0.32 2.2 0.081 32 79 0.9964 3.3 0.72 11 "4"
"387" 7.8 0.54 0.26 2 0.088 23 48 0.9981 3.41 0.74 9.2 "4"
"1390" 6.7 0.48 0.02 2.2 0.08 36 111 0.99524 3.1 0.53 9.7 "3"
"1203" 8.6 0.42 0.39 1.8 0.068 6 12 0.99516 3.35 0.69 11.7 "6"
"584" 12 0.28 0.49 1.9 0.074 10 21 0.9976 2.98 0.66 9.9 "5"
"27" 8.10742988903075 0.996731111591216 0.0248142527742311 3.76909271269105 0.0836790498150513 5.51857472257689 11.4814252774231 0.998785200922322 3.46716199260205 0.494814252774231 10.8716199260205 "1"
"142" 9.16777350462507 0.401074216512498 0.427851566975005 2.0162946684286 0.0685407366710715 5.72963166446425 13.081473342143 0.995711551404493 3.29592633289285 0.67918526657857 11.510742165125 "6"
"1138" 10.4 0.52 0.45 2 0.08 6 13 0.99774 3.22 0.76 11.4 "4"
"25" 6.87421710006893 0.788310278761201 0.02 1.97421710006893 0.0786533141252585 6 11.8911143124569 0.996317946207626 3.54237800187198 0.614756003743969 10.0643299719202 "1"
"485" 10.6 0.44 0.68 4.1 0.114 6 24 0.997 3.06 0.66 13.4 "4"
"22" 8.62971137992572 0.593106042817235 0.228617446478456 1.64353691514116 0.112943422285141 20.6032212534919 30.7755701830611 0.997209981189575 3.46133758524666 0.749955031725112 9.92392281919019 "1"
"657" 10.7 0.43 0.39 2.2 0.106 8 32 0.9986 2.89 0.5 9.6 "3"
"431" 10.9155433843378 0.504663015301339 0.585419544554316 5.66134793879464 0.0810020639963914 5.6155433843378 16.6932603060268 0.998338652061205 3.22384456615662 0.739979360036086 13.0924347074702 "6"
"442" 11.9 0.4 0.65 2.15 0.068 7 27 0.9988 3.06 0.68 11.3 "4"
"199" 5.4 0.835 0.08 1.2 0.046 13 93 0.9924 3.57 0.85 13 "5"
"948" 8.3 0.28 0.48 2.1 0.093 6 12 0.99408 3.26 0.62 12.4 "5"
"1238" 7.1 0.75 0.01 2.2 0.059 11 18 0.99242 3.39 0.4 12.8 "4"
"967" 9 0.38 0.41 2.4 0.103 6 10 0.99604 3.13 0.58 11.9 "5"
"1277" 8.5 0.4 0.4 6.3 0.05 3 10 0.99566 3.28 0.56 12 "2"
"411" 6.86237104430329 0.835582444620086 0.00623710443032905 1.31226787974592 0.241303129747044 16.4989683544263 31.4948417721316 0.995001896487339 3.31875257911393 0.514989683544263 9.78752579113934 "1"
"413" 9.88243883978576 0.325219514502678 0.451739838167559 5.91284531308338 0.0738699190837797 6.73983816755936 17.1756116021425 0.997547804854973 3.25087805801071 0.826959352670237 12.6347967633512 "6"
"161" 6.99658871369902 0.940071719031548 0.0115260367514566 2.83806049794657 0.0860502650861163 5.57630183757283 12.8473963248543 0.996254218897456 3.58389585299417 0.591867165381554 10.2677736218204 "1"
"974" 8.5 0.34 0.44 1.7 0.079 6 12 0.99605 3.52 0.63 10.7 "3"
"603" 7.7 0.835 0 2.6 0.081 6 14 0.9975 3.3 0.52 9.3 "3"
"1452" 7.8 0.32 0.44 2.7 0.104 8 17 0.99732 3.33 0.78 11 "5"
"1479" 7.1 0.875 0.05 5.7 0.082 3 14 0.99808 3.4 0.52 10.2 "1"
"1565" 7.2 0.695 0.13 2 0.076 12 20 0.99546 3.29 0.54 10.1 "3"
"1228" 9 0.58 0.25 2 0.104 8 21 0.99769 3.27 0.72 9.6 "3"
"1270" 5.5 0.49 0.03 1.8 0.044 28 87 0.9908 3.5 0.82 14 "6"
"19" 9.73296654378064 0.55619292463176 0.34038632941898 1.62910324959084 0.126925545057282 30.9875908428803 48.2151720826514 0.998046731455033 3.3649379542144 0.793296654378064 9.85696558346972 "1"
"391" 5.7 1.13 0.09 1.5 0.172 7 19 0.994 3.5 0.48 9.8 "2"
"373" 9.1 0.28 0.48 1.8 0.067 26 46 0.9967 3.32 1.04 10.6 "4"
"443" 15.6 0.685 0.76 3.7 0.1 6 43 1.0032 2.95 0.68 11.2 "5"
"951" 8.9 0.12 0.45 1.8 0.075 10 21 0.99552 3.41 0.76 11.9 "5"
"132" 9.10581578724086 0.403139473758638 0.423721052482724 1.99269172847271 0.0684817293211818 5.75913533940911 12.9634586423635 0.995651363907605 3.30182706788182 0.680365413576364 11.5313947375864 "6"
"456" 11.3 0.62 0.67 5.2 0.086 6 19 0.9988 3.22 0.69 13.4 "6"
"14" 7.32925905415323 1.1420501400216 0.00202116988133639 4.00240668953629 0.0950798886127304 5.10105849406682 13.7978830118664 0.99653936490356 3.62191532047465 0.549095264466014 10.6242061294499 "1"
"121" 6.54770998493768 0.670715649774065 0.00333969894563779 4.21412202711217 0.0570477099849377 10.7137400903739 19.4751901656855 0.99494870237831 3.44666030105436 0.559522900150623 11.7570610135561 "2"
"1564" 7.2 0.695 0.13 2 0.076 12 20 0.99546 3.29 0.54 10.1 "3"
"512" 7.05851323069073 0.544209155850112 0.0706568668875843 2.1388072240632 0.0582299034106545 32.0656866887584 58.540193178691 0.993083560690186 3.47289542207494 0.765790844149888 13.1191012174357 "6"
"381" 6.88728769444861 0.826929318241309 0.0011638359259814 1.32802195185795 0.25635090127727 15.4180820370093 27.9525476666167 0.994954987462419 3.32931068740785 0.508836164074019 9.86983015555889 "1"
"996" 7.7 0.6 0.06 2 0.079 19 41 0.99697 3.39 0.62 10.1 "4"
"17" 7.35501975158695 1.09279049075325 0.0224901242065243 3.28292465911945 0.0808071105713025 11.7470372619573 29.743086944567 0.996802411117859 3.48606320507824 0.544498024841305 10.2501975158695 "1"
"261" 7.9 0.417059103494976 0.417646882003173 3.21176308502909 0.0772941147000529 12.5294014501851 29.9411470005289 0.995552933882631 3.29705860250397 0.810588029003702 12.9058827949921 "6"
"10" 9.82558103012852 0.678559683500789 0.408469565566629 2.1 0.174243794576731 7.77944662841037 22.1147825825028 0.998964553361549 3.1877944662841 0.615176284648478 8.64088537446223 "1"
"48" 7.30004653490614 0.98009539655759 0.0499767325469293 2.10100050048204 0.0610167525662109 19.9930197640788 48.9837127828505 0.997049790592922 3.31014891169965 0.549995346509386 9.70046534906141 "1"
"1470" 7.3 0.98 0.05 2.1 0.061 20 49 0.99705 3.31 0.55 9.7 "1"
"28" 7.44220890759025 1.17726170027512 0.000937975724227727 4.21013603172032 0.096390315779252 5.04689878621139 13.8593036413658 0.996708805184011 3.62296518206829 0.537655060689431 10.7140696358634 "1"
"15" 7.10418371080887 0.879323167835828 0.049302714865189 5.67977873109048 0.0822091855404433 3.02789140539244 14 0.99805936036001 3.40320751162013 0.520278914053924 10.2069728513481 "1"
"164" 9.92800995896105 0.320308075344656 0.547815154793207 2.71876769862138 0.0759383849310689 5.59383849310689 16.5938384931069 0.996724929205514 3.15 0.810336393138859 11.4156869451748 "6"
"1483" 7.2 0.58 0.54 2.1 0.114 3 9 0.99719 3.33 0.57 10.3 "2"
"471" 13 0.32 0.65 2.6 0.093 15 47 0.9996 3.05 0.61 10.6 "3"
"1522" 6.9 0.48 0.2 1.9 0.082 9 23 0.99585 3.39 0.43 9.05 "2"
"52" 7.30346715722699 1.08524939580122 0.0160888071288355 4.71657540673623 0.0921733578613494 4.35644771484658 14 0.997076228691014 3.55599148720736 0.533564477148466 10.5391119287116 "1"
"1229" 5.1 0.42 0 1.8 0.044 18 88 0.99157 3.68 0.73 13.6 "5"
"1273" 5.9 0.46 0 1.9 0.077 25 44 0.99385 3.5 0.53 11.2 "3"
"1450" 7.2 0.38 0.31 2 0.056 15 29 0.99472 3.23 0.76 11.3 "6"
"30" 7.8 0.645 0 2 0.082 8 16 0.9964 3.38 0.59 9.8 "4"
"239" 7.2 0.63 0 1.9 0.097 14 38 0.99675 3.37 0.58 9 "4"
"93" 7.94308442168403 0.49172727172263 0.298444806307089 5.51376624237746 0.0558967531821691 6.9311687881127 16.2243505811784 0.995522409092416 3.32258766187122 0.546896104039624 11.7051623408915 "2"
"458" 9.2 0.63 0.21 2.7 0.097 29 65 0.9988 3.28 0.58 9.6 "3"
"331" 7.4536584682297 1.29097547475365 0 3.67317146653077 0.107731693645939 5 12.6585382942576 0.996106342092287 3.5951219956507 0.502439072239213 10.7536584682297 "1"
"58" 7.28472683131695 0.855018110089004 0.02 2.38472683131695 0.0801927256174386 6 11.6345457304269 0.997067126467153 3.52441820112988 0.578836402259767 10.3337269830517 "1"
"370" 9.4 0.27 0.53 2.4 0.074 6 18 0.9962 3.2 1.13 12 "5"
"138" 7.2 0.415 0.36 2 0.081 13 45 0.9972 3.48 0.64 9.2 "3"
"225" 8.4 0.635 0.36 2 0.089 15 55 0.99745 3.31 0.57 10.4 "2"
"252" 9.02277537668124 0.409009539387189 0.489703383557498 1.84504769693594 0.0713217692638282 7.06435385276563 16.0643538527656 0.994473916754222 3.20935646147234 0.691930615582969 12.5386123116594 "6"
"1089" 11.6 0.41 0.54 1.5 0.095 22 41 0.99735 3.02 0.76 9.9 "5"
"57" 7.01477094106376 0.850496645555831 0.0436078205797821 4.86901667537168 0.0811477094106376 3.63921794202179 13.5738547053188 0.997636808893532 3.43196089710109 0.543437991207465 10.1467318381649 "1"
"59" 6.91442148825154 0.821646177872317 0.0360816116188653 3.89060951045249 0.0801442148825154 4.39183883811347 13.0721074412577 0.997114991738908 3.46959194190567 0.571034090730827 10.0840134301572 "1"
"382" 5.99613238405436 0.473364234860055 0.186635765139945 2.10672846972011 0.0617788078286685 24.3364234860055 48.2211921713315 0.992578731067362 3.62750199290924 0.74 13.5375099645462 "6"
"899" 8.3 0.31 0.39 2.4 0.078 17 43 0.99444 3.31 0.77 12.5 "5"
"412" 8.04780633710325 0.770450088744983 0.00782904943451285 2.31732217986137 0.0749977287668735 9.91225348412991 19.8245069682598 0.997776444714703 3.37478063371032 0.426074119117111 9.46951584275812 "2"
"410" 12.5 0.46 0.49 4.5 0.07 26 49 0.9981 3.05 0.57 9.6 "2"
"506" 10.2 0.49 0.63 2.9 0.072 10 26 0.9968 3.16 0.78 12.5 "5"
"1209" 7.2 0.36 0.46 2.1 0.074 24 44 0.99534 3.4 0.85 11 "5"
"1451" 7.2 0.37 0.32 2 0.062 15 28 0.9947 3.23 0.73 11.3 "5"
"206" 12.8 0.3 0.74 2.6 0.095 9 28 0.9994 3.2 0.77 10.8 "5"
"1404" 7.2 0.33 0.33 1.7 0.061 3 13 0.996 3.23 1.1 10 "6"
"1485" 6.8 0.91 0.06 2 0.06 4 11 0.99592 3.53 0.64 10.9 "2"
"481" 7.3751646575518 0.38500470450148 0.32000940900296 1.9749764774926 0.057501411350444 13.873941487167 26.8730005868711 0.994775051749516 3.24501411350444 0.75124176712241 11.3500470450148 "6"
"1065" 8.2 0.74 0.09 2 0.067 5 10 0.99418 3.28 0.57 11.8 "4"
"44" 7.1585738001857 0.933329354061279 0.0358573800185695 1.84543284033425 0.119267594323494 18.8685904014856 43.3429520074278 0.996388125384869 3.31282852399629 0.538685904014856 9.72828523996286 "1"
"214" 9.86120080910623 0.37621247471543 0.514272515170742 2.18060040455312 0.0705242494943086 6.04849898861721 16 0.995847436304684 3.18145496965852 0.670969979772344 11.7863742414629 "6"
"1127" 5.8 0.29 0.26 1.7 0.063 3 11 0.9915 3.39 0.54 13.5 "4"
"910" 7.3 0.305 0.39 1.2 0.059 7 11 0.99331 3.29 0.52 11.5 "4"
"358" 10.5 0.42 0.66 2.95 0.116 12 29 0.997 3.24 0.75 11.7 "5"
"71" 8.19283051402308 0.911952968459809 0.27 2.09641525701154 0.0877132205609232 7.14338971953839 24.4338971953839 0.996211471177563 3.26107542289654 0.470358474298846 9.99283051402308 "2"
"725" 7.5 1.115 0.1 3.1 0.086 5 12 0.9958 3.54 0.6 11.2 "2"
"122" 8.85639743132051 0.31812008562265 0.523759828754701 3.08992136996239 0.079275196575094 9.26161541207694 24.2480342490599 0.996726161541208 3.2224803424906 0.89825589725282 12.0986418836983 "6"
"1341" 7.5 0.51 0.02 1.7 0.084 13 31 0.99538 3.36 0.54 10.5 "4"
"110" 8.1 0.785 0.52 2 0.122 37 153 0.9969 3.21 0.69 9.3 "3"
"7" 6.80603293410968 0.755701367536094 0.0334690483869053 1.80859726492781 0.0814962210706435 5.97134245024063 12.1146301990375 0.996097435669182 3.53882355559384 0.63 9.90558079787297 "1"
"137" 8.3 0.715 0.15 1.8 0.089 10 52 0.9968 3.23 0.77 9.5 "3"
"938" 12 0.63 0.5 1.4 0.071 6 26 0.99791 3.07 0.6 10.4 "2"
"452" 8.4 0.37 0.53 1.8 0.413 9 26 0.9979 3.06 1.06 9.1 "4"
"635" 7.9 0.35 0.21 1.9 0.073 46 102 0.9964 3.27 0.58 9.5 "3"
"91" 7.63090191958472 0.767684751801426 0.113094983499032 1.40772547989618 0.251535992052173 13.4611330234911 25.9995208459441 0.995792480556348 3.28307102579623 0.537696730652824 9.47687147571705 "1"
"1195" 7 0.745 0.12 1.8 0.114 15 64 0.99588 3.22 0.59 9.5 "4"
"896" 7.1 0.59 0.01 2.3 0.08 27 43 0.9955 3.42 0.58 10.7 "4"
"6" 10.9107080497313 0.671905593369156 0.526319136917591 2.45065161827952 0.0760887634856626 9.16449460573494 39.4804514516145 1.0004073124647 3.29804156017024 0.553289892114699 9.41775269713253 "1"
"340" 12.5 0.28 0.54 2.3 0.082 12 29 0.9997 3.11 1.36 9.8 "5"
"1236" 6 0.33 0.32 12.9 0.054 6 113 0.99572 3.3 0.56 11.5 "2"
"4" 7.87412174695637 0.926593325864524 0.131445178056601 2.11335166853387 0.062735716909403 18.6648331466131 48.7329666293226 0.99755068757002 3.30198899887968 0.552670333706774 9.60653832026292 "1"
"503" 10.4 0.44 0.73 6.55 0.074 38 76 0.999 3.17 0.85 12 "5"
"11" 10.4 0.443893170631491 0.421603070260026 1.51374060222879 0.146259555204306 33.3358708922751 47.2671678811312 0.998344733084012 3.37496177918278 0.85473276914563 9.86564849442802 "1"
"13" 7.32620757771656 1.14019745789934 0.00210835492238402 3.99172652200796 0.0949970628237352 5.1054177461192 13.7891645077616 0.996536749352328 3.62156658031046 0.549487597150728 10.6209366904106 "1"
"420" 6.8 0.77 0 1.8 0.066 34 52 0.9976 3.62 0.68 9.9 "3"
"282" 8.78118357588537 0.413960547470488 0.402078905059025 1.869022314623 0.0681725557865575 5.91372210672125 12.345111573115 0.995336006902289 3.33274442134425 0.68654888426885 11.6396054747049 "6"
"205" 7 0.43 0.36 1.6 0.089 14 37 0.99615 3.34 0.56 9.2 "4"
"1550" 7.4 0.36 0.3 1.8 0.074 17 24 0.99419 3.24 0.7 11.4 "6"
"1469" 7.3 0.48 0.32 2.1 0.062 31 54 0.99728 3.3 0.65 10 "5"
"1004" 6.8 0.36 0.32 1.8 0.067 4 8 0.9928 3.36 0.55 12.8 "5"
"286" 9.9 0.59 0.07 3.4 0.102 32 71 1.00015 3.31 0.71 9.8 "3"
"321" 9.8 0.66 0.39 3.2 0.083 21 59 0.9989 3.37 0.71 11.5 "5"
"1262" 6.3 1.02 0 2 0.083 17 24 0.99437 3.59 0.55 11.2 "2"
"1043" 8.9 0.5 0.21 2.2 0.088 21 39 0.99692 3.33 0.83 11.1 "4"
"201" 7.87529320579488 0.547412038261537 0.278233014487196 2.45058641158976 0.0732822526374366 14.4237664933316 23.9179023774341 0.992799663654533 3.26423766493332 0.724941358841024 13.0011728231795 "6"
"664" 10.1 0.28 0.46 1.8 0.05 5 13 0.9974 3.04 0.79 10.2 "4"
"627" 8.8 0.6 0.29 2.2 0.098 5 15 0.9988 3.36 0.49 9.1 "3"
