"fixed.acidity" "volatile.acidity" "citric.acid" "residual.sugar" "chlorides" "free.sulfur.dioxide" "total.sulfur.dioxide" "density" "pH" "sulphates" "alcohol" "quality"
"704" 7.5 0.38 0.48 2.6 0.073 22 84 0.9972 3.32 0.7 9.6 "2"
"842" 6.6 0.66 0 3 0.115 21 31 0.99629 3.45 0.63 10.3 "3"
"578" 8.8 0.44 0.49 2.8 0.083 18 111 0.9982 3.3 0.6 9.5 "3"
"110" 5.75518276253715 1.11896344749257 0.0884950155671686 1.52508307388052 0.166381391450763 6.84950155671686 18.5986708179116 0.994096319003701 3.50150498443283 0.488026583641767 9.85518276253715 "2"
"18" 7.6467469383264 0.947744470853358 0.0991896819486283 2.10806388228666 0.0620483046972658 19.193611771334 48.8387223542668 0.99735239558575 3.305161670628 0.551612776457332 9.64355282399338 "1"
"41" 8.13425983239431 0.85218207392958 0.015524672253523 2.17790131098591 0.0688950655492954 4.88950655492954 13.6685196647886 0.996613815112845 3.3432036234648 0.586629606704228 10.988950655493 "2"
"621" 8.3 0.54 0.24 3.4 0.076 16 112 0.9976 3.27 0.61 9.4 "3"
"827" 7.5 0.27 0.34 2.3 0.05 4 8 0.9951 3.4 0.64 11 "5"
"1300" 7.6 1.58 0 2.1 0.137 5 9 0.99476 3.5 0.4 10.9 "1"
"2" 9.85300160888582 1.01674959777854 0.371745265466161 2.15632504022215 0.101515224660048 7.81625201110728 30.4035152844153 0.998162032429418 3.35918739944464 0.495752568377648 9.82982423577923 "1"
"1364" 8 0.83 0.27 2 0.08 11 63 0.99652 3.29 0.48 9.8 "2"
"479" 9.6 0.68 0.24 2.2 0.087 5 28 0.9988 3.14 0.6 10.2 "3"
"637" 9.6 0.88 0.28 2.4 0.086 30 147 0.9979 3.24 0.53 9.4 "3"
"959" 6.4 0.57 0.12 2.3 0.12 25 36 0.99519 3.47 0.71 11.3 "5"
"62" 10.5210928918794 0.386327867563814 0.498640436213464 6.13468852974474 0.0758742075944319 5.22109289187938 14.3265573512763 0.997865311470255 3.22778907108121 0.791257924055681 12.7768743135035 "6"
"1356" 6.1 0.32 0.25 1.8 0.086 5 32 0.99464 3.36 0.44 10.1 "3"
"95" 5 1.02 0.04 1.4 0.045 41 85 0.9938 3.75 0.48 10.5 "2"
"17" 7.31744901409838 1.01577047890169 0.0412754929508083 2.47515380311525 0.0672816450754181 17.3826478852425 42.8928450655658 0.996971479436557 3.36583684511483 0.548255098590162 9.87449014098383 "1"
"51" 9.71303122271784 0.874678396482486 0.213171139224432 3.1268455689773 0.102268455689773 11 83.4960843822919 1.00017143155923 3.37764540072065 0.628618565374054 10.8219797457103 "2"
"1386" 8 0.81 0.25 3.4 0.076 34 85 0.99668 3.19 0.42 9.2 "3"
"410" 12.5 0.46 0.49 4.5 0.07 26 49 0.9981 3.05 0.57 9.6 "2"
"386" 7.4 0.63 0.07 2.4 0.09 11 37 0.9979 3.43 0.76 9.7 "4"
"1404" 7.2 0.33 0.33 1.7 0.061 3 13 0.996 3.23 1.1 10 "6"
"1395" 6.4 0.57 0.14 3.9 0.07 27 73 0.99669 3.32 0.48 9.2 "3"
"424" 10.5 0.24 0.47 2.1 0.066 6 24 0.9978 3.15 0.9 11 "5"
"35" 7.10036308343988 0.87551194765023 0.0499636916560121 5.69738579923287 0.0820399391783867 3.00145233375952 13.9963691656012 0.998077589125959 3.40007261668798 0.519912859974429 10.2005083168158 "1"
"1265" 8.5 0.37 0.32 1.8 0.066 26 51 0.99456 3.38 0.72 11.8 "4"
"86" 6.9 0.55 0.15 2.2 0.076 19 40 0.9961 3.41 0.59 10.1 "3"
"808" 8.2 0.28 0.4 2.4 0.052 4 10 0.99356 3.33 0.7 12.8 "5"
"948" 8.3 0.28 0.48 2.1 0.093 6 12 0.99408 3.26 0.62 12.4 "5"
"896" 7.1 0.59 0.01 2.3 0.08 27 43 0.9955 3.42 0.58 10.7 "4"
"1481" 5.6 0.62 0.03 1.5 0.08 6 13 0.99498 3.66 0.62 10.1 "2"
"482" 9.4 0.3 0.56 2.8 0.08 6 17 0.9964 3.15 0.92 11.7 "6"
"1409" 8.1 0.29 0.36 2.2 0.048 35 53 0.995 3.27 1.01 12.4 "5"
"1052" 8.5 0.46 0.59 1.4 0.414 16 45 0.99702 3.03 1.34 9.2 "3"
"29" 7.1 0.71 0 1.9 0.08 14 35 0.9972 3.47 0.55 9.4 "3"
"499" 10.7 0.35 0.53 2.6 0.07 5 16 0.9972 3.15 0.65 11 "6"
"1412" 6.4 0.47 0.4 2.4 0.071 8 19 0.9963 3.56 0.73 10.6 "4"
"191" 7.4 0.59 0.08 4.4 0.086 6 29 0.9974 3.38 0.5 9 "2"
"31" 7.52198534291238 1.42397068582475 0.0130024428479373 2.1 0.117236286871135 8.9007328543812 19.4019542783499 0.995355511882436 3.45059071717784 0.439007328543812 10.5879413716495 "1"
"24" 10.256204277277 0.65981494680047 0.464835748523474 2.1 0.196764596238732 5 15.6405106931925 0.999161709945202 3.17746090918779 0.61818820849061 8.52838903814554 "1"
"28" 10.9648346222471 0.621638619208243 0.573899804349057 2.69401751603 0.0751291828937829 9.01196496794 42.3421205631457 1.00041607781611 3.27117217925843 0.562942606913857 9.16937743406743 "1"
"141" 6.22926492202096 1.03296809762949 0.0106102616968565 1.94105410168413 0.0934923699002247 15.8210820336826 23.4105410168413 0.994326380035246 3.57938973830314 0.541747574235778 11.0349514847156 "2"
"25" 7.11104359643068 0.890571470967261 0.0488956403569318 5.62048610569909 0.083214795607375 3.04417438572273 13.8895640356932 0.9980066705197 3.40220871928614 0.517349536856636 10.215461035003 "1"
"589" 5 0.42 0.24 2 0.06 19 50 0.9917 3.72 0.74 14 "6"
"44" 11.5241650309646 0.332649157242849 0.612416503096465 2.42649157242849 0.0708675421378575 5.43377106892876 21.6390238960739 0.997850656603393 3.03288181138923 0.72374108171789 10.4794747172855 "6"
"80" 8.3 0.625 0.2 1.5 0.08 27 119 0.9972 3.16 1.12 9.1 "2"
"584" 12 0.28 0.49 1.9 0.074 10 21 0.9976 2.98 0.66 9.9 "5"
"1417" 10 0.32 0.59 2.2 0.077 3 15 0.9994 3.2 0.78 9.6 "3"
"598" 11.9 0.58 0.58 1.9 0.071 5 18 0.998 3.09 0.63 10 "4"
"1017" 8.9 0.38 0.4 2.2 0.068 12 28 0.99486 3.27 0.75 12.6 "5"
"1076" 9.1 0.25 0.34 2 0.071 45 67 0.99769 3.44 0.86 10.2 "5"
"23" 8.31274739434011 0.777612709242385 0.211699652578682 4.37700284253806 0.125364906827919 3.73499842081219 14.7349984208122 0.998565098957736 3.31180018950254 0.56042491314467 9.53850142126903 "1"
"504" 10.5 0.26 0.47 1.9 0.078 6 24 0.9976 3.18 1.04 10.9 "5"
"1087" 8.5 0.34 0.4 4.7 0.055 3 9 0.99738 3.38 0.66 11.6 "5"
"1485" 6.8 0.91 0.06 2 0.06 4 11 0.99592 3.53 0.64 10.9 "2"
"145" 5.2 0.34 0 1.8 0.05 27 63 0.9916 3.68 0.79 14 "4"
"829" 7.8 0.57 0.09 2.3 0.065 34 45 0.99417 3.46 0.74 12.7 "6"
"22" 8.65146844491828 0.81869570173556 0.241821327665821 2.1 0.121598101239884 13.460636556847 34.6134004250634 0.998074500272761 3.24460636556847 0.584876605030149 9.13325516826007 "1"
"132" 10.1881299834698 0.365995938016567 0.52040243719006 2.34406499173492 0.0703199187603313 5.6398375206627 16 0.996374609598345 3.16919512561988 0.662796750413254 11.479878140497 "6"
"684" 8.1 0.78 0.23 2.6 0.059 5 15 0.997 3.37 0.56 11.3 "3"
"192" 7.22814537426457 0.379758753934875 0.311769137810916 2.0048249213025 0.0561125814970583 14.9195846449584 28.8954600384459 0.99473994300805 3.22935667715967 0.759115431094542 11.2975875393488 "6"
"6" 8.03657167453784 0.813602523558075 0.176957493659575 4.97155536424834 0.0803349836897105 4.45688927150331 20.8681922799442 0.998646105545498 3.36878094418207 0.530406351939309 9.95024755345657 "1"
"1359" 7.4 0.64 0.17 5.4 0.168 52 98 0.99736 3.28 0.5 9.5 "3"
"82" 7.61444875691086 0.56005975483451 0.0999402451654896 2.28011950966902 0.0646686584944837 33.005975483451 45.3313415055163 0.994006317296275 3.47722975828685 0.74 12.7861487914342 "6"
"104" 8.1 0.575 0.22 2.1 0.077 12 65 0.9967 3.29 0.51 9.2 "3"
"456" 11.3 0.62 0.67 5.2 0.086 6 19 0.9988 3.22 0.69 13.4 "6"
"1121" 7.9 0.54 0.34 2.5 0.076 8 17 0.99235 3.2 0.72 13.1 "6"
"14" 7.42098196507432 1.22196393014863 0.0298363391542807 2.1 0.0916487644854933 13.9509017462842 32.8690713234246 0.996126504333266 3.38662191121373 0.489509017462842 10.1839278602973 "1"
"15" 7.54604933932424 1.47209867864847 0.00899177677929401 2.1 0.123332499295473 7.6975330337882 16.1934214234352 0.995171823376492 3.46583124823868 0.426975330337882 10.6841973572969 "1"
"858" 8.2 0.26 0.34 2.5 0.073 16 47 0.99594 3.4 0.78 11.3 "5"
"953" 8.2 0.31 0.4 2.2 0.058 6 10 0.99536 3.31 0.68 11.2 "5"
"162" 7.6 0.68 0.02 1.3 0.072 9 20 0.9965 3.17 1.08 9.2 "2"
"1239" 8.1 0.73 0 2.5 0.081 12 24 0.99798 3.38 0.46 9.6 "2"
"879" 8.8 0.61 0.19 4 0.094 30 69 0.99787 3.22 0.5 10 "4"
"599" 8.5 0.585 0.18 2.1 0.078 5 30 0.9967 3.2 0.48 9.8 "4"
"305" 8.4 0.65 0.6 2.1 0.112 12 90 0.9973 3.2 0.52 9.2 "3"
"1552" 7.1 0.67 0 2.3 0.083 18 27 0.99768 3.44 0.54 9.4 "3"
"659" 7.2 0.52 0.07 1.4 0.074 5 20 0.9973 3.32 0.81 9.6 "4"
"1308" 6.8 0.68 0.09 3.9 0.068 15 29 0.99524 3.41 0.52 11.1 "2"
"390" 9.6 0.38 0.31 2.5 0.096 16 49 0.9982 3.19 0.7 10 "5"
"719" 8.4 0.56 0.04 2 0.082 10 22 0.9976 3.22 0.44 9.6 "3"
"574" 10.5 0.59 0.49 2.1 0.07 14 47 0.9991 3.3 0.56 9.6 "2"
"441" 12.6 0.31 0.72 2.2 0.072 6 29 0.9987 2.88 0.82 9.8 "6"
"1262" 6.3 1.02 0 2 0.083 17 24 0.99437 3.59 0.55 11.2 "2"
"168" 7.3 0.55 0.03 1.6 0.072 17 42 0.9956 3.37 0.48 9 "2"
"97" 6.8 0.775 0 3 0.102 8 23 0.9965 3.45 0.56 10.7 "3"
"539" 12.9 0.35 0.49 5.8 0.066 5 35 1.0014 3.2 0.66 12 "5"
"142" 9.78570247851312 0.378571797546465 0.512856921472121 2.14285123925656 0.0705714359509293 6.1428719018586 16 0.995725695246602 3.18428615705576 0.672857438037172 11.8571539263939 "6"
"40" 7.3 0.45 0.36 5.9 0.074 12 87 0.9978 3.33 0.83 10.5 "3"
"1555" 6.6 0.855 0.02 2.4 0.062 15 23 0.99627 3.54 0.6 11 "4"
"562" 9 0.44 0.49 2.4 0.078 26 121 0.9978 3.23 0.58 9.2 "3"
"877" 7.1 0.47 0 2.2 0.067 7 14 0.99517 3.4 0.58 10.9 "2"
"1479" 7.1 0.875 0.05 5.7 0.082 3 14 0.99808 3.4 0.52 10.2 "1"
"91" 8.26190724750049 0.871664926749654 0.109041156498715 2.16190724750049 0.0768566954499111 5.76185504999012 17.4283477249555 0.996509536237502 3.2971443485003 0.538097972250543 10.6190724750049 "2"
"4" 9.68053137874231 0.705831831838004 0.399805364673957 3.69292003875598 0.0774123886600137 7.01415992248803 32.9238967774436 0.999639787855595 3.31398228737526 0.548672570874915 9.51185829900205 "1"
"705" 9.1 0.765 0.04 1.6 0.078 4 14 0.998 3.29 0.54 9.7 "2"
"1294" 7.5 0.755 0 1.9 0.084 6 12 0.99672 3.34 0.49 9.7 "2"
"610" 6.3 0.36 0.19 3.2 0.075 15 39 0.9956 3.56 0.52 12.7 "4"
"1060" 8.9 0.48 0.53 4 0.101 3 10 0.99586 3.21 0.59 12.1 "5"
"536" 9.1 0.22 0.24 2.1 0.078 1 28 0.999 3.41 0.87 10.3 "4"
"1234" 10.2 0.23 0.37 2.2 0.057 14 36 0.99614 3.23 0.49 9.3 "2"
"914" 9.4 0.395 0.46 4.6 0.094 3 10 0.99639 3.27 0.64 12.2 "5"
"221" 10.3775605474599 0.32581704105949 0.465512109491974 5.66317479913123 0.072418295894051 5 13.581704105949 0.99752243945254 3.21448789050803 0.787036767329555 12.2897578101605 "6"
"212" 10.1743452483788 0.317207672186196 0.465357802975923 5.89738099351525 0.0739773147348314 5.13961639069021 13.5584655627608 0.997432460331172 3.21883068874478 0.833961639069021 12.4743452483788 "6"
"1032" 7.3 0.55 0.01 1.8 0.093 9 15 0.99514 3.35 0.58 11 "5"
"1270" 5.5 0.49 0.03 1.8 0.044 28 87 0.9908 3.5 0.82 14 "6"
"814" 6.9 0.39 0.24 2.1 0.102 4 7 0.99462 3.44 0.58 11.4 "2"
"1566" 6.7 0.67 0.02 1.9 0.061 26 42 0.99489 3.39 0.82 10.9 "4"
"27" 7.13687206264585 0.894357832889073 0.05 5.03630287237465 0.0781284334221855 6.13412532489747 20.4526109630242 0.997890108877374 3.38340757180937 0.525530809396878 10.1078198433854 "1"
"102" 8.81119313745294 0.411552274501882 0.436462490239646 1.8 0.0692671588247176 6.42238627490588 13.6895450996235 0.994931911411551 3.29086592151318 0.69 12.0379090199247 "6"
"72" 7.82823550521862 0.561529348434415 0.160588763046544 2.35647101043724 0.0681059055740479 26.6587686431594 37.0940585387871 0.993656113805021 3.38658768643159 0.734352898956276 12.8129420208745 "6"
"1088" 7.9 0.19 0.42 1.6 0.057 18 30 0.994 3.29 0.69 11.2 "4"
